# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1380       1.153133611016e-10       2.802274759545e-12      -9.223945140594e-12       0.000000000000e+00 
 1381       1.155820988645e-10       2.772071374199e-12      -9.189336059878e-12       0.000000000000e+00 
 1382       1.158476086618e-10       2.741951634414e-12      -9.152578896564e-12       0.000000000000e+00 
 1383       1.161097231386e-10       2.711926904639e-12      -9.113692554357e-12       0.000000000000e+00 
 1384       1.163682740386e-10       2.682008612295e-12      -9.072696085210e-12       0.000000000000e+00 
 1385       1.166230922028e-10       2.652208247888e-12      -9.029608689609e-12       0.000000000000e+00 
 1386       1.168740075676e-10       2.622537365116e-12      -8.984449716871e-12       0.000000000000e+00 
 1387       1.171208491632e-10       2.593007580987e-12      -8.937238665430e-12       0.000000000000e+00 
 1388       1.173634451126e-10       2.563630575924e-12      -8.887995183128e-12       0.000000000000e+00 
 1389       1.176016226291e-10       2.534418093884e-12      -8.836739067506e-12       0.000000000000e+00 
 1390       1.178352080154e-10       2.505381942464e-12      -8.783490266098e-12       0.000000000000e+00 
 1391       1.180640266619e-10       2.476533993013e-12      -8.728268876717e-12       0.000000000000e+00 
 1392       1.182879030447e-10       2.447886180748e-12      -8.671095147748e-12       0.000000000000e+00 
 1393       1.185066607247e-10       2.419450504862e-12      -8.611989478437e-12       0.000000000000e+00 
 1394       1.187201223454e-10       2.391239028636e-12      -8.550972419184e-12       0.000000000000e+00 
 1395       1.189281096315e-10       2.363263879553e-12      -8.488064671833e-12       0.000000000000e+00 
 1396       1.191304433877e-10       2.335537249407e-12      -8.423287089963e-12       0.000000000000e+00 
 1397       1.193269434963e-10       2.308071394415e-12      -8.356660679175e-12       0.000000000000e+00 
 1398       1.195174289165e-10       2.280878635333e-12      -8.288206597388e-12       0.000000000000e+00 
 1399       1.197017176822e-10       2.253971357559e-12      -8.217946155127e-12       0.000000000000e+00 
 1400       1.198796269007e-10       2.227362011256e-12      -8.145900815814e-12       0.000000000000e+00 
 1401       1.200509727510e-10       2.201063111452e-12      -8.072092196059e-12       0.000000000000e+00 
 1402       1.202155932153e-10       2.175085979548e-12      -7.996544547897e-12       0.000000000000e+00 
 1403       1.203734165370e-10       2.149436953213e-12      -7.919292233251e-12       0.000000000000e+00 
 1404       1.205243934732e-10       2.124121137178e-12      -7.840372328013e-12       0.000000000000e+00 
 1405       1.206684746271e-10       2.099143658288e-12      -7.759822147611e-12       0.000000000000e+00 
 1406       1.208056104472e-10       2.074509665545e-12      -7.677679247451e-12       0.000000000000e+00 
 1407       1.209357512270e-10       2.050224330140e-12      -7.593981423360e-12       0.000000000000e+00 
 1408       1.210588471055e-10       2.026292845487e-12      -7.508766712028e-12       0.000000000000e+00 
 1409       1.211748480660e-10       2.002720427259e-12      -7.422073391450e-12       0.000000000000e+00 
 1410       1.212837039369e-10       1.979512313422e-12      -7.333939981365e-12       0.000000000000e+00 
 1411       1.213853643909e-10       1.956673764272e-12      -7.244405243706e-12       0.000000000000e+00 
 1412       1.214797789447e-10       1.934210062469e-12      -7.153508183032e-12       0.000000000000e+00 
 1413       1.215668969594e-10       1.912126513068e-12      -7.061288046979e-12       0.000000000000e+00 
 1414       1.216466676397e-10       1.890428443562e-12      -6.967784326696e-12       0.000000000000e+00 
 1415       1.217190400341e-10       1.869121203909e-12      -6.873036757290e-12       0.000000000000e+00 
 1416       1.217839630343e-10       1.848210166572e-12      -6.777085318267e-12       0.000000000000e+00 
 1417       1.218413853755e-10       1.827700726551e-12      -6.679970233976e-12       0.000000000000e+00 
 1418       1.218912556358e-10       1.807598301420e-12      -6.581731974048e-12       0.000000000000e+00 
 1419       1.219335222361e-10       1.787908331361e-12      -6.482411253840e-12       0.000000000000e+00 
 1420       1.219681334401e-10       1.768636279199e-12      -6.382049034877e-12       0.000000000000e+00 
 1421       1.219950373539e-10       1.749787630436e-12      -6.280686525294e-12       0.000000000000e+00 
 1422       1.220141819257e-10       1.731367893288e-12      -6.178365180279e-12       0.000000000000e+00 
 1423       1.220255149458e-10       1.713382598718e-12      -6.075126702513e-12       0.000000000000e+00 
 1424       1.220289840465e-10       1.695837300471e-12      -5.971013042612e-12       0.000000000000e+00 
 1425       1.220245367015e-10       1.678737575112e-12      -5.866066399572e-12       0.000000000000e+00 
 1426       1.220121202260e-10       1.662089022056e-12      -5.760329221210e-12       0.000000000000e+00 
 1427       1.219916817767e-10       1.645897263607e-12      -5.653844204603e-12       0.000000000000e+00 
 1428       1.219631683510e-10       1.630167944990e-12      -5.546654296535e-12       0.000000000000e+00 
 1429       1.219265267872e-10       1.614906734388e-12      -5.438802693936e-12       0.000000000000e+00 
 1430       1.218817037645e-10       1.600119322978e-12      -5.330332844323e-12       0.000000000000e+00 
 1431       1.218286458022e-10       1.585811424960e-12      -5.221288446247e-12       0.000000000000e+00 
 1432       1.217672992602e-10       1.571988777600e-12      -5.111713449730e-12       0.000000000000e+00 
 1433       1.216976103380e-10       1.558657141260e-12      -5.001652056708e-12       0.000000000000e+00 
 1434       1.216195250753e-10       1.545822299432e-12      -4.891148721477e-12       0.000000000000e+00 
 1435       1.215329893513e-10       1.533490058776e-12      -4.780248151131e-12       0.000000000000e+00 
 1436       1.214379488847e-10       1.521666249155e-12      -4.668995306004e-12       0.000000000000e+00 
 1437       1.213343492334e-10       1.510356723668e-12      -4.557435400115e-12       0.000000000000e+00 
 1438       1.212221357943e-10       1.499567358685e-12      -4.445613901608e-12       0.000000000000e+00 
 1439       1.211012538033e-10       1.489304053882e-12      -4.333576533195e-12       0.000000000000e+00 
 1440       1.209716483347e-10       1.479572732278e-12      -4.221369272597e-12       0.000000000000e+00 
 1441       1.208332845737e-10       1.470377945917e-12      -4.109036379839e-12       0.000000000000e+00 
 1442       1.206862088569e-10       1.461718677374e-12      -3.996614456332e-12       0.000000000000e+00 
 1443       1.205304882510e-10       1.453592495707e-12      -3.884138326375e-12       0.000000000000e+00 
 1444       1.203661903373e-10       1.445996946896e-12      -3.771643005160e-12       0.000000000000e+00 
 1445       1.201933832127e-10       1.438929553799e-12      -3.659163699098e-12       0.000000000000e+00 
 1446       1.200121354910e-10       1.432387816106e-12      -3.546735806151e-12       0.000000000000e+00 
 1447       1.198225163034e-10       1.426369210289e-12      -3.434394916156e-12       0.000000000000e+00 
 1448       1.196245953001e-10       1.420871189563e-12      -3.322176811157e-12       0.000000000000e+00 
 1449       1.194184426506e-10       1.415891183836e-12      -3.210117465730e-12       0.000000000000e+00 
 1450       1.192041290452e-10       1.411426599667e-12      -3.098253047313e-12       0.000000000000e+00 
 1451       1.189817256954e-10       1.407474820215e-12      -2.986619916533e-12       0.000000000000e+00 
 1452       1.187513043356e-10       1.404033205197e-12      -2.875254627536e-12       0.000000000000e+00 
 1453       1.185129372235e-10       1.401099090845e-12      -2.764193928313e-12       0.000000000000e+00 
 1454       1.182666971413e-10       1.398669789855e-12      -2.653474761029e-12       0.000000000000e+00 
 1455       1.180126573966e-10       1.396742591343e-12      -2.543134262351e-12       0.000000000000e+00 
 1456       1.177508918234e-10       1.395314760802e-12      -2.433209763778e-12       0.000000000000e+00 
 1457       1.174814747831e-10       1.394383540053e-12      -2.323738791965e-12       0.000000000000e+00 
 1458       1.172044811655e-10       1.393946147203e-12      -2.214759069055e-12       0.000000000000e+00 
 1459       1.169199863896e-10       1.393999776596e-12      -2.106308513007e-12       0.000000000000e+00 
 1460       1.166280664047e-10       1.394541598768e-12      -1.998425237919e-12       0.000000000000e+00 
 1461       1.163287976915e-10       1.395568760403e-12      -1.891147554366e-12       0.000000000000e+00 
 1462       1.160222572627e-10       1.397078384288e-12      -1.784513969716e-12       0.000000000000e+00 
 1463       1.157085226643e-10       1.399067569264e-12      -1.678563188468e-12       0.000000000000e+00 
 1464       1.153876719766e-10       1.401533390182e-12      -1.573334112576e-12       0.000000000000e+00 
 1465       1.150597838148e-10       1.404472897861e-12      -1.468865841778e-12       0.000000000000e+00 
 1466       1.147249373303e-10       1.407883119035e-12      -1.365197673922e-12       0.000000000000e+00 
 1467       1.143832122118e-10       1.411761056314e-12      -1.262369105298e-12       0.000000000000e+00 
 1468       1.140346886856e-10       1.416103688136e-12      -1.160419830963e-12       0.000000000000e+00 
 1469       1.136794475175e-10       1.420907968721e-12      -1.059389745071e-12       0.000000000000e+00 
 1470       1.133175700129e-10       1.426170828025e-12      -9.593189411985e-13       0.000000000000e+00 
 1471       1.129491380185e-10       1.431889171697e-12      -8.602477126771e-13       0.000000000000e+00 
 1472       1.125742339226e-10       1.438059881030e-12      -7.622165529175e-13       0.000000000000e+00 
 1473       1.121929406567e-10       1.444679812916e-12      -6.652661557396e-13       0.000000000000e+00 
 1474       1.118053416960e-10       1.451745799806e-12      -5.694374157005e-13       0.000000000000e+00 
 1475       1.114115210606e-10       1.459254649653e-12      -4.747714284221e-13       0.000000000000e+00 
 1476       1.110115633165e-10       1.467203145880e-12      -3.813094909196e-13       0.000000000000e+00 
 1477       1.106055535762e-10       1.475588047323e-12      -2.890931019299e-13       0.000000000000e+00 
 1478       1.101935775003e-10       1.484406088191e-12      -1.981639622391e-13       0.000000000000e+00 
 1479       1.097757212980e-10       1.493653978021e-12      -1.085639750113e-13       0.000000000000e+00 
 1480       1.093520789096e-10       1.503327667457e-12      -2.033046908857e-14       0.000000000000e+00 
 1481       1.089227736290e-10       1.513420137760e-12       6.651818340680e-14       0.000000000000e+00 
 1482       1.084879366972e-10       1.523923589362e-12       1.519683261556e-13       0.000000000000e+00 
 1483       1.080477001410e-10       1.534830173973e-12       2.360062544450e-13       0.000000000000e+00 
 1484       1.076021967746e-10       1.546131994493e-12       3.186182151021e-13       0.000000000000e+00 
 1485       1.071515602011e-10       1.557821104929e-12       3.997904064273e-13       0.000000000000e+00 
 1486       1.066959248138e-10       1.569889510306e-12       4.795089781274e-13       0.000000000000e+00 
 1487       1.062354257976e-10       1.582329166582e-12       5.577600312494e-13       0.000000000000e+00 
 1488       1.057701991299e-10       1.595131980565e-12       6.345296181136e-13       0.000000000000e+00 
 1489       1.053003815829e-10       1.608289809823e-12       7.098037422473e-13       0.000000000000e+00 
 1490       1.048261107241e-10       1.621794462602e-12       7.835683583176e-13       0.000000000000e+00 
 1491       1.043475249180e-10       1.635637697736e-12       8.558093720654e-13       0.000000000000e+00 
 1492       1.038647633275e-10       1.649811224565e-12       9.265126402385e-13       0.000000000000e+00 
 1493       1.033779659152e-10       1.664306702850e-12       9.956639705250e-13       0.000000000000e+00 
 1494       1.028872734448e-10       1.679115742680e-12       1.063249121487e-12       0.000000000000e+00 
 1495       1.023928274824e-10       1.694229904396e-12       1.129253802492e-12       0.000000000000e+00 
 1496       1.018947703980e-10       1.709640698499e-12       1.193663673651e-12       0.000000000000e+00 
 1497       1.013932453666e-10       1.725339585564e-12       1.256464345747e-12       0.000000000000e+00 
 1498       1.008883963700e-10       1.741317976158e-12       1.317641380169e-12       0.000000000000e+00 
 1499       1.003803681976e-10       1.757567230751e-12       1.377180288849e-12       0.000000000000e+00 
 1500       9.986930644823e-11       1.774078659632e-12       1.435066534193e-12       0.000000000000e+00 
 1501       9.935535753132e-11       1.790843522821e-12       1.491285529012e-12       0.000000000000e+00 
 1502       9.883866866828e-11       1.807853029988e-12       1.545822636459e-12       0.000000000000e+00 
 1503       9.831938789388e-11       1.825098340359e-12       1.598663169962e-12       0.000000000000e+00 
 1504       9.779766405759e-11       1.842570562640e-12       1.649792393157e-12       0.000000000000e+00 
 1505       9.727364682499e-11       1.860260754924e-12       1.699195519818e-12       0.000000000000e+00 
 1506       9.674748667908e-11       1.878159924606e-12       1.746857713796e-12       0.000000000000e+00 
 1507       9.621933492168e-11       1.896259028302e-12       1.792764088948e-12       0.000000000000e+00 
 1508       9.568934367480e-11       1.914548971759e-12       1.836899709075e-12       0.000000000000e+00 
 1509       9.515766588195e-11       1.933020609767e-12       1.879249587848e-12       0.000000000000e+00 
 1510       9.462445530958e-11       1.951664746082e-12       1.919798688749e-12       0.000000000000e+00 
 1511       9.408986654839e-11       1.970472133330e-12       1.958531925000e-12       0.000000000000e+00 
 1512       9.355405501470e-11       1.989433472927e-12       1.995434159499e-12       0.000000000000e+00 
 1513       9.301717695184e-11       2.008539414993e-12       2.030490204751e-12       0.000000000000e+00 
 1514       9.247938943148e-11       2.027780558264e-12       2.063684822802e-12       0.000000000000e+00 
 1515       9.194085035504e-11       2.047147450009e-12       2.095002725173e-12       0.000000000000e+00 
 1516       9.140171845500e-11       2.066630585940e-12       2.124428572793e-12       0.000000000000e+00 
 1517       9.086215329630e-11       2.086220410131e-12       2.151946975933e-12       0.000000000000e+00 
 1518       9.032231527769e-11       2.105907314929e-12       2.177542494140e-12       0.000000000000e+00 
 1519       8.978235779884e-11       2.125681899688e-12       2.201204233399e-12       0.000000000000e+00 
 1520       8.924240367640e-11       2.145535749859e-12       2.222939686187e-12       0.000000000000e+00 
 1521       8.870256850352e-11       2.165460665229e-12       2.242761024563e-12       0.000000000000e+00 
 1522       8.816296846453e-11       2.185448401715e-12       2.260680515197e-12       0.000000000000e+00 
 1523       8.762372033583e-11       2.205490671289e-12       2.276710519550e-12       0.000000000000e+00 
 1524       8.708494148689e-11       2.225579141907e-12       2.290863494037e-12       0.000000000000e+00 
 1525       8.654674988116e-11       2.245705437437e-12       2.303151990208e-12       0.000000000000e+00 
 1526       8.600926407709e-11       2.265861137584e-12       2.313588654914e-12       0.000000000000e+00 
 1527       8.547260322904e-11       2.286037777820e-12       2.322186230483e-12       0.000000000000e+00 
 1528       8.493688708824e-11       2.306226849314e-12       2.328957554893e-12       0.000000000000e+00 
 1529       8.440223600378e-11       2.326419798852e-12       2.333915561938e-12       0.000000000000e+00 
 1530       8.386877092352e-11       2.346608028773e-12       2.337073281409e-12       0.000000000000e+00 
 1531       8.333661339508e-11       2.366782896893e-12       2.338443839260e-12       0.000000000000e+00 
 1532       8.280588556680e-11       2.386935716431e-12       2.338040457783e-12       0.000000000000e+00 
 1533       8.227671018866e-11       2.407057755940e-12       2.335876455780e-12       0.000000000000e+00 
 1534       8.174921061329e-11       2.427140239233e-12       2.331965248734e-12       0.000000000000e+00 
 1535       8.122351079687e-11       2.447174345311e-12       2.326320348985e-12       0.000000000000e+00 
 1536       8.069973530014e-11       2.467151208289e-12       2.318955365895e-12       0.000000000000e+00 
 1537       8.017800928931e-11       2.487061917327e-12       2.309884006031e-12       0.000000000000e+00 
 1538       7.965845853704e-11       2.506897516554e-12       2.299120073326e-12       0.000000000000e+00 
 1539       7.914120942342e-11       2.526649005000e-12       2.286677469259e-12       0.000000000000e+00 
 1540       7.862638893688e-11       2.546307336517e-12       2.272570193026e-12       0.000000000000e+00 
 1541       7.811412467518e-11       2.565863419716e-12       2.256812341711e-12       0.000000000000e+00 
 1542       7.760454484633e-11       2.585308117885e-12       2.239418110455e-12       0.000000000000e+00 
 1543       7.709777826962e-11       2.604632248923e-12       2.220401792637e-12       0.000000000000e+00 
 1544       7.659395437649e-11       2.623826585266e-12       2.199777780038e-12       0.000000000000e+00 
 1545       7.609320321154e-11       2.642881853813e-12       2.177560563018e-12       0.000000000000e+00 
 1546       7.559565543347e-11       2.661788735857e-12       2.153764730686e-12       0.000000000000e+00 
 1547       7.510144231605e-11       2.680537867010e-12       2.128404971074e-12       0.000000000000e+00 
 1548       7.461069574905e-11       2.699119837129e-12       2.101496071307e-12       0.000000000000e+00 
 1549       7.412354823924e-11       2.717525190250e-12       2.073052917780e-12       0.000000000000e+00 
 1550       7.364013291129e-11       2.735744424510e-12       2.043090496323e-12       0.000000000000e+00 
 1551       7.316058350877e-11       2.753767992074e-12       2.011623892381e-12       0.000000000000e+00 
 1552       7.268503439511e-11       2.771586299069e-12       1.978668291180e-12       0.000000000000e+00 
 1553       7.221362055452e-11       2.789189705506e-12       1.944238977905e-12       0.000000000000e+00 
 1554       7.174647759298e-11       2.806568525208e-12       1.908351337867e-12       0.000000000000e+00 
 1555       7.128374173916e-11       2.823713025740e-12       1.871020856679e-12       0.000000000000e+00 
 1556       7.082554984545e-11       2.840613428337e-12       1.832263120426e-12       0.000000000000e+00 
 1557       7.037203938882e-11       2.857259907828e-12       1.792093815839e-12       0.000000000000e+00 
 1558       6.992333216166e-11       2.873643585360e-12       1.750530677160e-12       0.000000000000e+00 
 1559       6.947948517463e-11       2.889759516895e-12       1.707599346388e-12       0.000000000000e+00 
 1560       6.904053929473e-11       2.905603732628e-12       1.663327568396e-12       0.000000000000e+00 
 1561       6.860653551375e-11       2.921172246714e-12       1.617743249502e-12       0.000000000000e+00 
 1562       6.817751494851e-11       2.936461057249e-12       1.570874457739e-12       0.000000000000e+00 
 1563       6.775351884094e-11       2.951466146244e-12       1.522749423119e-12       0.000000000000e+00 
 1564       6.733458855826e-11       2.966183479602e-12       1.473396537904e-12       0.000000000000e+00 
 1565       6.692076559311e-11       2.980609007096e-12       1.422844356877e-12       0.000000000000e+00 
 1566       6.651209156374e-11       2.994738662343e-12       1.371121597604e-12       0.000000000000e+00 
 1567       6.610860821413e-11       3.008568362785e-12       1.318257140710e-12       0.000000000000e+00 
 1568       6.571035741414e-11       3.022094009661e-12       1.264280030141e-12       0.000000000000e+00 
 1569       6.531738115968e-11       3.035311487988e-12       1.209219473438e-12       0.000000000000e+00 
 1570       6.492972157284e-11       3.048216666534e-12       1.153104842000e-12       0.000000000000e+00 
 1571       6.454742090206e-11       3.060805397797e-12       1.095965671359e-12       0.000000000000e+00 
 1572       6.417052152228e-11       3.073073517981e-12       1.037831661441e-12       0.000000000000e+00 
 1573       6.379906593506e-11       3.085016846972e-12       9.787326768406e-13       0.000000000000e+00 
 1574       6.343309676879e-11       3.096631188317e-12       9.186987470871e-13       0.000000000000e+00 
 1575       6.307265677877e-11       3.107912329199e-12       8.577600669126e-13       0.000000000000e+00 
 1576       6.271778884742e-11       3.118856040412e-12       7.959469965211e-13       0.000000000000e+00 
 1577       6.236853598439e-11       3.129458076342e-12       7.332900618572e-13       0.000000000000e+00 
 1578       6.202494132676e-11       3.139714174939e-12       6.698199548741e-13       0.000000000000e+00 
 1579       6.168704813912e-11       3.149620057698e-12       6.055675338022e-13       0.000000000000e+00 
 1580       6.135489981379e-11       3.159171429633e-12       5.405638234181e-13       0.000000000000e+00 
 1581       6.102853987094e-11       3.168363979253e-12       4.748400153121e-13       0.000000000000e+00 
 1582       6.070801195872e-11       3.177193378543e-12       4.084274681579e-13       0.000000000000e+00 
 1583       6.039335985347e-11       3.185655282936e-12       3.413577079800e-13       0.000000000000e+00 
 1584       6.008462745980e-11       3.193745331291e-12       2.736624284229e-13       0.000000000000e+00 
 1585       5.978185881081e-11       3.201459145871e-12       2.053734910193e-13       0.000000000000e+00 
 1586       5.948509806817e-11       3.208792332320e-12       1.365229254587e-13       0.000000000000e+00 
 1587       5.919438952234e-11       3.215740479638e-12       6.714292985580e-14       0.000000000000e+00 
 1588       5.890977759267e-11       3.222299160156e-12      -2.734128981035e-15       0.000000000000e+00 
 1589       5.863130682758e-11       3.228463929519e-12      -7.307571528109e-14       0.000000000000e+00 
 1590       5.835902190471e-11       3.234230326657e-12      -1.438491240430e-13       0.000000000000e+00 
 1591       5.809296763105e-11       3.239593873762e-12      -2.150214807661e-13       0.000000000000e+00 
 1592       5.783318894309e-11       3.244550076269e-12      -2.865597411821e-13       0.000000000000e+00 
 1593       5.757973090701e-11       3.249094422828e-12      -3.584306909865e-13       0.000000000000e+00 
 1594       5.733263871880e-11       3.253222385283e-12      -4.306009455701e-13       0.000000000000e+00 
 1595       5.709195770441e-11       3.256929418649e-12      -5.030369497504e-13       0.000000000000e+00 
 1596       5.685773331990e-11       3.260210961086e-12      -5.757049775035e-13       0.000000000000e+00 
 1597       5.662999651032e-11       3.263063524382e-12      -6.485725082107e-13       0.000000000000e+00 
 1598       5.640871963920e-11       3.265487976349e-12      -7.216123697291e-13       0.000000000000e+00 
 1599       5.619386015563e-11       3.267486288448e-12      -7.947986327386e-13       0.000000000000e+00 
 1600       5.598537519841e-11       3.269060448039e-12      -8.681052374671e-13       0.000000000000e+00 
 1601       5.578322159549e-11       3.270212458414e-12      -9.415059934869e-13       0.000000000000e+00 
 1602       5.558735586343e-11       3.270944338824e-12      -1.014974579511e-12       0.000000000000e+00 
 1603       5.539773420689e-11       3.271258124505e-12      -1.088484543188e-12       0.000000000000e+00 
 1604       5.521431251805e-11       3.271155866705e-12      -1.162009300901e-12       0.000000000000e+00 
 1605       5.503704637612e-11       3.270639632718e-12      -1.235522137561e-12       0.000000000000e+00 
 1606       5.486589104676e-11       3.269711505906e-12      -1.308996206405e-12       0.000000000000e+00 
 1607       5.470080148158e-11       3.268373585728e-12      -1.382404528792e-12       0.000000000000e+00 
 1608       5.454173231757e-11       3.266627987770e-12      -1.455719993998e-12       0.000000000000e+00 
 1609       5.438863787658e-11       3.264476843772e-12      -1.528915359015e-12       0.000000000000e+00 
 1610       5.424147216478e-11       3.261922301658e-12      -1.601963248342e-12       0.000000000000e+00 
 1611       5.410018887212e-11       3.258966525557e-12      -1.674836153787e-12       0.000000000000e+00 
 1612       5.396474137181e-11       3.255611695842e-12      -1.747506434261e-12       0.000000000000e+00 
 1613       5.383508271974e-11       3.251860009146e-12      -1.819946315573e-12       0.000000000000e+00 
 1614       5.371116565400e-11       3.247713678400e-12      -1.892127890228e-12       0.000000000000e+00 
 1615       5.359294259428e-11       3.243174932856e-12      -1.964023117222e-12       0.000000000000e+00 
 1616       5.348036564139e-11       3.238246018115e-12      -2.035603821839e-12       0.000000000000e+00 
 1617       5.337338657670e-11       3.232929196156e-12      -2.106841695446e-12       0.000000000000e+00 
 1618       5.327195686157e-11       3.227226745364e-12      -2.177708295293e-12       0.000000000000e+00 
 1619       5.317602763687e-11       3.221140960559e-12      -2.248175044303e-12       0.000000000000e+00 
 1620       5.308554972241e-11       3.214674153022e-12      -2.318213230874e-12       0.000000000000e+00 
 1621       5.300047361640e-11       3.207828650522e-12      -2.387794008672e-12       0.000000000000e+00 
 1622       5.292074949493e-11       3.200606797349e-12      -2.456888396428e-12       0.000000000000e+00 
 1623       5.284632721142e-11       3.193010954337e-12      -2.525467277735e-12       0.000000000000e+00 
 1624       5.277715629607e-11       3.185043498893e-12      -2.593501400844e-12       0.000000000000e+00 
 1625       5.271318595537e-11       3.176706825027e-12      -2.660961378459e-12       0.000000000000e+00 
 1626       5.265436507150e-11       3.168003343378e-12      -2.727817687533e-12       0.000000000000e+00 
 1627       5.260064220184e-11       3.158935481245e-12      -2.794040669068e-12       0.000000000000e+00 
 1628       5.255196557841e-11       3.149505682608e-12      -2.859600527907e-12       0.000000000000e+00 
 1629       5.250828310734e-11       3.139716408166e-12      -2.924467332531e-12       0.000000000000e+00 
 1630       5.246954236833e-11       3.129570135355e-12      -2.988611014858e-12       0.000000000000e+00 
 1631       5.243569061412e-11       3.119069358384e-12      -3.052001370036e-12       0.000000000000e+00 
 1632       5.240667476994e-11       3.108216588258e-12      -3.114608056240e-12       0.000000000000e+00 
 1633       5.238244143297e-11       3.097014352809e-12      -3.176400594471e-12       0.000000000000e+00 
 1634       5.236293687183e-11       3.085465196719e-12      -3.237348368346e-12       0.000000000000e+00 
 1635       5.234810702601e-11       3.073571681557e-12      -3.297420623903e-12       0.000000000000e+00 
 1636       5.233789198889e-11       3.061336959728e-12      -3.356589925550e-12       0.000000000000e+00 
 1637       5.233220940381e-11       3.048766501912e-12      -3.414842558153e-12       0.000000000000e+00 
 1638       5.233097091845e-11       3.035866385133e-12      -3.472168217567e-12       0.000000000000e+00 
 1639       5.233408768704e-11       3.022642720282e-12      -3.528556562868e-12       0.000000000000e+00 
 1640       5.234147036954e-11       3.009101652174e-12      -3.583997216304e-12       0.000000000000e+00 
 1641       5.235302913088e-11       2.995249359600e-12      -3.638479763247e-12       0.000000000000e+00 
 1642       5.236867364018e-11       2.981092055378e-12      -3.691993752143e-12       0.000000000000e+00 
 1643       5.238831306995e-11       2.966635986412e-12      -3.744528694465e-12       0.000000000000e+00 
 1644       5.241185609531e-11       2.951887433743e-12      -3.796074064659e-12       0.000000000000e+00 
 1645       5.243921089323e-11       2.936852712602e-12      -3.846619300103e-12       0.000000000000e+00 
 1646       5.247028514169e-11       2.921538172464e-12      -3.896153801051e-12       0.000000000000e+00 
 1647       5.250498601895e-11       2.905950197103e-12      -3.944666930589e-12       0.000000000000e+00 
 1648       5.254322020275e-11       2.890095204644e-12      -3.992148014583e-12       0.000000000000e+00 
 1649       5.258489386949e-11       2.873979647620e-12      -4.038586341630e-12       0.000000000000e+00 
 1650       5.262991269352e-11       2.857610013020e-12      -4.083971163013e-12       0.000000000000e+00 
 1651       5.267818184626e-11       2.840992822348e-12      -4.128291692648e-12       0.000000000000e+00 
 1652       5.272960599551e-11       2.824134631674e-12      -4.171537107035e-12       0.000000000000e+00 
 1653       5.278408930460e-11       2.807042031689e-12      -4.213696545212e-12       0.000000000000e+00 
 1654       5.284153543162e-11       2.789721647757e-12      -4.254759108704e-12       0.000000000000e+00 
 1655       5.290184752866e-11       2.772180139970e-12      -4.294713861477e-12       0.000000000000e+00 
 1656       5.296492824099e-11       2.754424203203e-12      -4.333549829883e-12       0.000000000000e+00 
 1657       5.303067970631e-11       2.736460567165e-12      -4.371256002619e-12       0.000000000000e+00 
 1658       5.309900355393e-11       2.718295996453e-12      -4.407821330669e-12       0.000000000000e+00 
 1659       5.316980090403e-11       2.699937290608e-12      -4.443234727265e-12       0.000000000000e+00 
 1660       5.324297236681e-11       2.681391284166e-12      -4.477485067831e-12       0.000000000000e+00 
 1661       5.331841804179e-11       2.662664846716e-12      -4.510561189936e-12       0.000000000000e+00 
 1662       5.339603751694e-11       2.643764882946e-12      -4.542451893246e-12       0.000000000000e+00 
 1663       5.347572986796e-11       2.624698332706e-12      -4.573145939475e-12       0.000000000000e+00 
 1664       5.355739365746e-11       2.605472171054e-12      -4.602632052333e-12       0.000000000000e+00 
 1665       5.364092693419e-11       2.586093408313e-12      -4.630898917483e-12       0.000000000000e+00 
 1666       5.372622723225e-11       2.566569090126e-12      -4.657935182488e-12       0.000000000000e+00 
 1667       5.381319157030e-11       2.546906297508e-12      -4.683729456761e-12       0.000000000000e+00 
 1668       5.390171645080e-11       2.527112146899e-12      -4.708270311519e-12       0.000000000000e+00 
 1669       5.399169785919e-11       2.507193790218e-12      -4.731546279733e-12       0.000000000000e+00 
 1670       5.408303126314e-11       2.487158414920e-12      -4.753545856081e-12       0.000000000000e+00 
 1671       5.417561161172e-11       2.467013244044e-12      -4.774257496895e-12       0.000000000000e+00 
 1672       5.426933333468e-11       2.446765536271e-12      -4.793669620114e-12       0.000000000000e+00 
 1673       5.436409034160e-11       2.426422585976e-12      -4.811770605236e-12       0.000000000000e+00 
 1674       5.445977602115e-11       2.405991723283e-12      -4.828548793271e-12       0.000000000000e+00 
 1675       5.455628823088e-11       2.385480140988e-12      -4.843995844225e-12       0.000000000000e+00 
 1676       5.465354431595e-11       2.364894373568e-12      -4.858116841751e-12       0.000000000000e+00 
 1677       5.475146622002e-11       2.344240813731e-12      -4.870920276664e-12       0.000000000000e+00 
 1678       5.484997550599e-11       2.323525885173e-12      -4.882414697513e-12       0.000000000000e+00 
 1679       5.494899335546e-11       2.302756042630e-12      -4.892608710669e-12       0.000000000000e+00 
 1680       5.504844056811e-11       2.281937771921e-12      -4.901510980425e-12       0.000000000000e+00 
 1681       5.514823756119e-11       2.261077589995e-12      -4.909130229091e-12       0.000000000000e+00 
 1682       5.524830436887e-11       2.240182044977e-12      -4.915475237081e-12       0.000000000000e+00 
